"","Agulhas","Amsterdam-St_Paul","Andaman","Arctic","Bay_of_Bengal","Benguela","Black_Sea","Central_Indian_Ocean_Islands","Central_Polynesia","Cold_Temperate_Northeast_Pacific","Cold_Temperate_Northwest_Atlantic","Cold_Temperate_Northwest_Pacific","Continental_High_Antarctic","East_Central_Australian_Shelf","Easter_Island","Eastern_Coral_Triangle","Galapagos","Gulf_of_Guinea","Hawaii","Java_Transitional","Juan_Fernandez_and_Desventuradas","Lord_Howe_and_Norfolk_Islands","Lusitanian","Magellanic","Marquesas","Marshall__Gilbert_and_Ellis_Islands","Mediterranean_Sea","North_Brazil_Shelf","Northeast_Australian_Shelf","Northern_European_Seas","Northern_New_Zealand","Northwest_Australian_Shelf","Red_Sea_and_Gulf_of_Aden","Sahul_Shelf","Scotia_Sea","Somali_Arabian","South_China_Sea","South_Kuroshio","Southeast_Australian_Shelf","Southeast_Polynesia","Southern_New_Zealand","Southwest_Australian_Shelf","St__Helena_and_Ascension_Islands","Subantarctic_Islands","Subantarctic_New_Zealand","Sunda_Shelf","Tristan_Gough","Tropical_East_Pacific","Tropical_Northwestern_Atlantic","Tropical_Northwestern_Pacific","Tropical_Southwestern_Atlantic","Tropical_Southwestern_Pacific","Warm_Temperate_Northeast_Pacific","Warm_Temperate_Northwest_Atlantic","Warm_Temperate_Northwest_Pacific","Warm_Temperate_Southeastern_Pacific","Warm_Temperate_Southwestern_Atlantic","West_African_Transition","West_and_South_Indian_Shelf","West_Central_Australian_Shelf","Western_Coral_Triangle","Western_Indian_Ocean"
"Diaphus_knappi",3,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,9,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,4,22,15,0,1,0,0,0,0,0,0,0,11,0,1,0,3,13,0,19,0,0,0,7,0,0,111
"Diaphus_kora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diaphus_kuroshio",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,0,0,0,0,0,0,0,0,0,37,0,53,0,0,30,0,44,0,0,0,0,0,0,0
"Diaphus_lobatus",11,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,58,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,120
"Diaphus_lucidus",35,0,72,0,12,34,0,83,0,0,2,8,0,26,0,157,0,116,2,69,2,33,76,0,0,191,0,38,20,0,34,35,32,41,0,67,85,44,7,0,4,30,38,0,0,19,6,0,163,239,100,178,0,7,57,39,32,53,65,18,247,291
"Diaphus_lucifrons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,0
"Diaphus_luetkeni",0,0,68,0,9,0,0,83,165,0,8,10,0,0,0,133,37,107,118,53,0,0,71,0,30,188,0,36,3,0,0,1,30,23,0,67,87,44,0,20,0,0,21,0,0,26,0,156,283,239,60,14,40,41,55,16,0,53,66,0,243,110
"Diaphus_malayanus",0,0,46,0,0,0,0,74,43,0,0,0,0,0,0,154,0,0,0,64,0,0,0,0,0,144,0,0,8,0,0,15,1,4,0,5,16,0,0,0,0,0,0,0,0,2,0,0,0,135,0,128,0,0,0,0,0,0,23,0,170,198
"Diaphus_mascarensis",3,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,82
"Diaphus_meadi",23,3,0,0,0,39,0,0,0,0,0,0,0,19,0,0,0,7,0,0,0,33,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,41,35,48,41,0,0,0,0,22,0,0,0,0,1,0,0,0,0,14,0,0,15,0,0
"Diaphus_megalops",0,0,19,0,0,0,0,63,23,0,0,0,0,0,0,127,0,0,0,40,0,0,0,0,0,78,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,12,0,0,0,0,0,0,13,0,85,62
"Diaphus_metopoclampus",35,18,0,0,0,44,0,0,15,0,12,60,0,26,0,14,0,54,113,0,0,33,132,2,0,16,46,0,10,28,56,0,14,1,0,58,20,40,11,46,75,0,38,9,34,0,46,0,50,54,100,189,0,0,48,0,33,52,10,0,0,221
"Diaphus_minax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diaphus_mollis",35,15,55,0,8,44,0,83,199,0,20,32,0,26,0,156,0,118,113,67,5,33,134,0,0,198,1,38,20,2,56,35,29,44,0,68,88,44,36,59,36,52,38,0,0,18,16,0,163,239,112,226,0,7,61,57,36,53,66,18,243,292
"Diaphus_nielseni",11,18,0,0,0,0,0,83,43,0,0,14,0,23,0,156,0,0,22,0,0,33,0,0,0,198,0,0,8,0,51,0,22,5,0,57,65,44,9,56,59,0,0,34,25,6,0,0,0,239,0,201,0,0,31,0,0,0,21,0,200,264
